
// JSON 解析错误：JSON语法结构存在错误，无法解析，以下为您输出接口原文。
💥雨虹K歌💥,#genre#
两只蝴蝶,http://em.21dtv.com/songs/60027313.mkv
魔吞传奇,http://em.21dtv.com/songs/60118130.mkv
迈向前方,http://em.21dtv.com/songs/60104531.mkv
你的世界,http://em.21dtv.com/songs/60031607.mkv
你好周杰伦,http://em.21dtv.com/songs/60031777.mkv
男人旅途,http://em.21dtv.com/songs/60115482.mkv
你要的只是幸福,http://em.21dtv.com/songs/60032386.mkv
你要离开的一些时候,http://em.21dtv.com/songs/60066199.mkv
起床歌,http://em.21dtv.com/songs/60156660.mkv
缺乏,http://em.21dtv.com/songs/60086777.mkv
请回到我这里,http://em.21dtv.com/songs/60112333.mkv
七里香,http://em.21dtv.com/songs/60033748.mkv
如果爱你只有这一次,http://em.21dtv.com/songs/60036762.mkv
如果下辈子我还记得你,http://em.21dtv.com/songs/60088842.mkv
让我爱(演唱会),http://em.21dtv.com/songs/60036113.mkv
受了点伤,http://em.21dtv.com/songs/60039720.mkv
睡前故事[消伴],http://em.21dtv.com/songs/60101550.mkv
所幸,http://em.21dtv.com/songs/60168955.mkv
我不想,http://em.21dtv.com/songs/60044874.mkv
万堺尘涛,http://em.21dtv.com/songs/60121052.mkv
网络综合症,http://em.21dtv.com/songs/60043391.mkv
忘了怎么哭,http://em.21dtv.com/songs/60043624.mkv
温柔的慈悲,http://em.21dtv.com/songs/60044354.mkv
为什么我不是贝克汉姆,http://em.21dtv.com/songs/60044092.mkv
我在人民广场吃炸鸡,http://em.21dtv.com/songs/60084102.mkv
心甘情愿,http://em.21dtv.com/songs/60050236.mkv
夏日午后,http://em.21dtv.com/songs/60048391.mkv
心跳,http://em.21dtv.com/songs/60164119.mkv
吸引力,http://em.21dtv.com/songs/60065162.mkv
心罪,http://em.21dtv.com/songs/60101549.mkv
与君同赴,http://em.21dtv.com/songs/60163251.mkv
预谋邂逅,http://em.21dtv.com/songs/60087081.mkv
有女朋友别忘了请我吃饭,http://em.21dtv.com/songs/60087073.mkv
仰世而来,http://em.21dtv.com/songs/60161695.mkv
叶子,http://em.21dtv.com/songs/60052512.mkv
一直很安静,http://em.21dtv.com/songs/60053910.mkv
直到你降临,http://em.21dtv.com/songs/60149508.mkv
最负英雄,http://em.21dtv.com/songs/60082628.mkv
紫卿,http://em.21dtv.com/songs/60086275.mkv
找一个爱我的人在一起,http://em.21dtv.com/songs/60057701.mkv

BEYOND,#genre#
amani(演唱会),http://em.21dtv.com/songs/60000215.mkv
爸爸妈妈,http://em.21dtv.com/songs/60009625.mkv
报答一生,http://em.21dtv.com/songs/60010041.mkv
别怪我,http://em.21dtv.com/songs/60010583.mkv
半斤八两,http://em.21dtv.com/songs/60009876.mkv
不见不散,http://em.21dtv.com/songs/60011178.mkv
不可一世(演唱会),http://em.21dtv.com/songs/60011198.mkv
俾面派对(演唱会),http://em.21dtv.com/songs/60010410.mkv
不再犹豫(演唱会),http://em.21dtv.com/songs/60011764.mkv
扯火,http://em.21dtv.com/songs/60092141.mkv
赤红热血,http://em.21dtv.com/songs/60092147.mkv
冲开一切,http://em.21dtv.com/songs/60012859.mkv
打不死,http://em.21dtv.com/songs/60013752.mkv
打不死(演唱会),http://em.21dtv.com/songs/60013751.mkv
大地,http://em.21dtv.com/songs/60013887.mkv
点解点解,http://em.21dtv.com/songs/60015306.mkv
孤单一吻,http://em.21dtv.com/songs/60018872.mkv
光辉岁月,http://em.21dtv.com/songs/60019287.mkv
光辉岁月(演唱会),http://em.21dtv.com/songs/60019283.mkv
good time,http://em.21dtv.com/songs/60001959.mkv
管我,http://em.21dtv.com/songs/60019017.mkv
高温派对(演唱会),http://em.21dtv.com/songs/60018234.mkv
鼓舞太空,http://em.21dtv.com/songs/60092148.mkv
海阔天空,http://em.21dtv.com/songs/60019755.mkv
海阔天空(演唱会),http://em.21dtv.com/songs/60019748.mkv
缓慢,http://em.21dtv.com/songs/60021808.mkv
和平与爱,http://em.21dtv.com/songs/60020429.mkv
灰色轨迹(演唱会),http://em.21dtv.com/songs/60022041.mkv
活着便精彩,http://em.21dtv.com/songs/60022393.mkv
活着便精彩(演唱会),http://em.21dtv.com/songs/60022392.mkv
教坏细路,http://em.21dtv.com/songs/60023534.mkv
旧日的足迹(演唱会),http://em.21dtv.com/songs/60024556.mkv
金属狂人(演唱会),http://em.21dtv.com/songs/60024079.mkv
惊喜,http://em.21dtv.com/songs/60024208.mkv
交织千个心,http://em.21dtv.com/songs/60023461.mkv
可否冲破,http://em.21dtv.com/songs/60025288.mkv
困兽斗(演唱会),http://em.21dtv.com/songs/60025878.mkv
看星,http://em.21dtv.com/songs/60095243.mkv
抗战二十年,http://em.21dtv.com/songs/60092142.mkv
love,http://em.21dtv.com/songs/60003625.mkv
冷雨夜(演唱会),http://em.21dtv.com/songs/60026625.mkv
门外看,http://em.21dtv.com/songs/60029414.mkv
命运是你家(演唱会),http://em.21dtv.com/songs/60030305.mkv
农民,http://em.21dtv.com/songs/60032754.mkv
农民(演唱会),http://em.21dtv.com/songs/60032752.mkv
你知道我的迷惘,http://em.21dtv.com/songs/60089563.mkv
paradise,http://em.21dtv.com/songs/60004411.mkv
漆黑的空间,http://em.21dtv.com/songs/60077112.mkv
请将手放开,http://em.21dtv.com/songs/60035529.mkv
情人,http://em.21dtv.com/songs/60035167.mkv
情人(演唱会),http://em.21dtv.com/songs/60035161.mkv
谁伴我闯荡(演唱会),http://em.21dtv.com/songs/60039940.mkv
是错也再不分,http://em.21dtv.com/songs/60092144.mkv
逝去日子(演唱会),http://em.21dtv.com/songs/60039555.mkv
时日无多,http://em.21dtv.com/songs/60039155.mkv
声音(演唱会),http://em.21dtv.com/songs/60038653.mkv
岁月无声(演唱会),http://em.21dtv.com/songs/60040986.mkv
失踪,http://em.21dtv.com/songs/60095242.mkv
深紫色的高争鞋,http://em.21dtv.com/songs/60092146.mkv
太空(演唱会),http://em.21dtv.com/songs/60041330.mkv
褪色,http://em.21dtv.com/songs/60095244.mkv
叹息(演唱会),http://em.21dtv.com/songs/60041472.mkv
雾,http://em.21dtv.com/songs/60047841.mkv
我不信,http://em.21dtv.com/songs/60044898.mkv
无悔这一生,http://em.21dtv.com/songs/60047143.mkv
无尽空虚,http://em.21dtv.com/songs/60047169.mkv
忘记你,http://em.21dtv.com/songs/60043536.mkv
无泪的遗憾,http://em.21dtv.com/songs/60047197.mkv
为了您为了我,http://em.21dtv.com/songs/60043918.mkv
温暖的家乡,http://em.21dtv.com/songs/60044334.mkv
完全地爱吧,http://em.21dtv.com/songs/60043145.mkv
完全的拥有(演唱会),http://em.21dtv.com/songs/60043144.mkv
无声的告别(演唱会),http://em.21dtv.com/songs/60047411.mkv
我是愤怒(演唱会),http://em.21dtv.com/songs/60046102.mkv
无事无事,http://em.21dtv.com/songs/60092143.mkv
文武英杰宣言,http://em.21dtv.com/songs/60072508.mkv
妄想,http://em.21dtv.com/songs/60043472.mkv
午夜迷墙,http://em.21dtv.com/songs/60047729.mkv
午夜迷墙(演唱会),http://em.21dtv.com/songs/60047727.mkv
无语问苍天,http://em.21dtv.com/songs/60047552.mkv
午夜怨曲(演唱会),http://em.21dtv.com/songs/60047744.mkv
无助(演唱会),http://em.21dtv.com/songs/60047595.mkv
喜欢你(演唱会),http://em.21dtv.com/songs/60048124.mkv
喜欢一个人,http://em.21dtv.com/songs/60048146.mkv
醒你,http://em.21dtv.com/songs/60049082.mkv
心内心外,http://em.21dtv.com/songs/60152199.mkv
血染的风采,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201217/5623330UVqF1sc8YPbod665sH.mp4
昔日舞曲,http://em.21dtv.com/songs/60048007.mkv
昔日舞曲(演唱会),http://em.21dtv.com/songs/60048006.mkv
牺牲,http://em.21dtv.com/songs/60048010.mkv
预备,http://em.21dtv.com/songs/60055803.mkv
一辈子陪我走,http://em.21dtv.com/songs/60052767.mkv
亚拉伯跳舞女郎,http://em.21dtv.com/songs/60051893.mkv
原谅我今天,http://em.21dtv.com/songs/60092140.mkv
遥望,http://em.21dtv.com/songs/60052308.mkv
愿我能(演唱会),http://em.21dtv.com/songs/60056228.mkv
一厢情愿,http://em.21dtv.com/songs/60053778.mkv
永远等待1,http://em.21dtv.com/songs/60092145.mkv
遥远的paradise,http://em.21dtv.com/songs/60052320.mkv
夜长梦多(演唱会),http://em.21dtv.com/songs/60052701.mkv
罪(演唱会),http://em.21dtv.com/songs/60060465.mkv
早班火车,http://em.21dtv.com/songs/60057292.mkv
长城,http://em.21dtv.com/songs/60057559.mkv
长城(演唱会),http://em.21dtv.com/songs/60057557.mkv
真的爱你,http://em.21dtv.com/songs/60101594.mkv
真的爱你(演唱会),http://em.21dtv.com/songs/60058082.mkv
再见理想(演唱会),http://em.21dtv.com/songs/60056875.mkv
祝您愉快(双语种)(演唱会),http://em.21dtv.com/songs/60059394.mkv
战胜心魔,http://em.21dtv.com/songs/60057473.mkv
总有爱,http://em.21dtv.com/songs/60059840.mkv
总有爱(演唱会),http://em.21dtv.com/songs/60059839.mkv

白小白,#genre#
不懂事的小孩,http://em.21dtv.com/songs/60135590.mkv
不甘示弱,http://em.21dtv.com/songs/60149034.mkv
不甘示弱DJ,http://em.21dtv.com/songs/60164107.mkv
错爱,http://em.21dtv.com/songs/60013632.mkv
过去的照片,http://em.21dtv.com/songs/60117067.mkv
会不会,http://em.21dtv.com/songs/60165265.mkv
距离,http://em.21dtv.com/songs/60156496.mkv
你曾说爱我,http://em.21dtv.com/songs/60168836.mkv
那年错过的爱情,http://em.21dtv.com/songs/60164002.mkv
那年错过的爱情DJ版,http://em.21dtv.com/songs/60164003.mkv
你说这样分手,http://em.21dtv.com/songs/60117066.mkv
亲爱的你在哪里,http://em.21dtv.com/songs/60077177.mkv
如果分开,http://em.21dtv.com/songs/60166393.mkv
伤心街道,http://em.21dtv.com/songs/60138991.mkv
勺子,http://em.21dtv.com/songs/60138992.mkv
她不是真的爱我,http://em.21dtv.com/songs/60143782.mkv
我们后会无期,http://em.21dtv.com/songs/60157624.mkv
舞台,http://em.21dtv.com/songs/60135594.mkv
无言的爱,http://em.21dtv.com/songs/60135592.mkv
维也纳的冬天,http://em.21dtv.com/songs/60164449.mkv
小人物,http://em.21dtv.com/songs/60135591.mkv
幸运有你,http://em.21dtv.com/songs/60154493.mkv
直到有天我们都变老,http://em.21dtv.com/songs/60169855.mkv
最后我们没在一起,http://em.21dtv.com/songs/60152557.mkv
最后我们没在一起DJ,http://em.21dtv.com/songs/60164108.mkv
最美婚礼,http://em.21dtv.com/songs/60164190.mkv
最美情侣,http://em.21dtv.com/songs/60151283.mkv

陈百强,#genre#
爱不会寂寞,http://em.21dtv.com/songs/60006989.mkv
不,http://em.21dtv.com/songs/60010954.mkv
冰封的心,http://em.21dtv.com/songs/60010822.mkv
半分缘,http://em.21dtv.com/songs/60009859.mkv
背着良心的说话,http://em.21dtv.com/songs/60010271.mkv
不再问究竟,http://em.21dtv.com/songs/60011756.mkv
不再问究竟(演唱会),http://em.21dtv.com/songs/60011754.mkv
宠爱,http://em.21dtv.com/songs/60012875.mkv
从今以后,http://em.21dtv.com/songs/60013520.mkv
成日甘叻,http://em.21dtv.com/songs/60093489.mkv
从头爱过,http://em.21dtv.com/songs/60137539.mkv
猜心,http://em.21dtv.com/songs/60011879.mkv
等,http://em.21dtv.com/songs/60014842.mkv
等(演唱会),http://em.21dtv.com/songs/60014834.mkv
对不对,http://em.21dtv.com/songs/60015969.mkv
对酒当歌(演唱会),http://em.21dtv.com/songs/60016016.mkv
当我想起你,http://em.21dtv.com/songs/60014626.mkv
粉红色的一生,http://em.21dtv.com/songs/60017171.mkv
粉红色的一生(演唱会),http://em.21dtv.com/songs/60017169.mkv
感情到老,http://em.21dtv.com/songs/60017998.mkv
孤雁,http://em.21dtv.com/songs/60018927.mkv
喝采,http://em.21dtv.com/songs/60020285.mkv
喝采(演唱会),http://em.21dtv.com/songs/60020281.mkv
画出彩虹,http://em.21dtv.com/songs/60021605.mkv
疾风,http://em.21dtv.com/songs/60022621.mkv
几分钟的约会,http://em.21dtv.com/songs/60022655.mkv
急流勇退,http://em.21dtv.com/songs/60022616.mkv
寂寞的感觉(演唱会),http://em.21dtv.com/songs/60022841.mkv
今宵多珍重,http://em.21dtv.com/songs/60023922.mkv
今宵多珍重(演唱会),http://em.21dtv.com/songs/60023922.mkv
涟漪,http://em.21dtv.com/songs/60026959.mkv
浪子心声(演唱会),http://em.21dtv.com/songs/60026294.mkv
masquerade(演唱会),http://em.21dtv.com/songs/60003761.mkv
梦里人,http://em.21dtv.com/songs/60029601.mkv
没有人的地方,http://em.21dtv.com/songs/60028867.mkv
南北一家亲,http://em.21dtv.com/songs/60031082.mkv
南北一家亲(演唱会),http://em.21dtv.com/songs/60031082.mkv
念亲恩,http://em.21dtv.com/songs/60032661.mkv
念亲恩(演唱会),http://em.21dtv.com/songs/60032661.mkv
凝望,http://em.21dtv.com/songs/60032718.mkv
偶像,http://em.21dtv.com/songs/60033067.mkv
偶像(演唱会),http://em.21dtv.com/songs/60033065.mkv
陪你狂乱,http://em.21dtv.com/songs/60033242.mkv
偏偏喜欢你,http://em.21dtv.com/songs/60033420.mkv
盼三年,http://em.21dtv.com/songs/60033162.mkv
盼望的缘份,http://em.21dtv.com/songs/60033167.mkv
凭着爱(演唱会),http://em.21dtv.com/songs/60033634.mkv
亲爱的您,http://em.21dtv.com/songs/60034513.mkv
深爱着你(演唱会),http://em.21dtv.com/songs/60038278.mkv
scarborough fair(演唱会),http://em.21dtv.com/songs/60004852.mkv
sealed with a kiss(演唱会),http://em.21dtv.com/songs/60004864.mkv
锁念,http://em.21dtv.com/songs/60114201.mkv
试问谁没错,http://em.21dtv.com/songs/60039371.mkv
伤心乐伤心,http://em.21dtv.com/songs/60037922.mkv
双星情歌(演唱会),http://em.21dtv.com/songs/60039902.mkv
神仙也移民,http://em.21dtv.com/songs/60038507.mkv
是雨是泪,http://em.21dtv.com/songs/60039533.mkv
天才白痴梦,http://em.21dtv.com/songs/60041756.mkv
突破(演唱会),http://em.21dtv.com/songs/60042922.mkv
天生不是情人,http://em.21dtv.com/songs/60041998.mkv
天生不是情人(演唱会),http://em.21dtv.com/songs/60041997.mkv
我爱白云(演唱会),http://em.21dtv.com/songs/60044537.mkv
我得到什么,http://em.21dtv.com/songs/60044972.mkv
我的故事,http://em.21dtv.com/songs/60045080.mkv
我和你(演唱会),http://em.21dtv.com/songs/60045525.mkv
相思河畔,http://em.21dtv.com/songs/60048758.mkv
有了你,http://em.21dtv.com/songs/60055166.mkv
眼泪为你流,http://em.21dtv.com/songs/60052079.mkv
一生不可自决,http://em.21dtv.com/songs/60053517.mkv
一生不可自决(演唱会),http://em.21dtv.com/songs/60053516.mkv
一生何求,http://em.21dtv.com/songs/60053553.mkv
一生何求(演唱会),http://em.21dtv.com/songs/60053550.mkv
烟雨凄迷,http://em.21dtv.com/songs/60051999.mkv
至爱,http://em.21dtv.com/songs/60058792.mkv
只是太认真,http://em.21dtv.com/songs/60166880.mkv
摘星,http://em.21dtv.com/songs/60057433.mkv
只因爱你,http://em.21dtv.com/songs/60058555.mkv

陈慧娴,#genre#
爱恋二千小时,http://em.21dtv.com/songs/60007719.mkv
阿曼尼A.M.N,http://em.21dtv.com/songs/60126396.mkv
爱情宝贝,http://em.21dtv.com/songs/60008101.mkv
爱是空气(演唱会),http://em.21dtv.com/songs/60008777.mkv
爱亦要舍弃,http://em.21dtv.com/songs/60009086.mkv
爱在深秋,http://em.21dtv.com/songs/60009188.mkv
爱在深秋(演唱会),http://em.21dtv.com/songs/60009186.mkv
冰点(演唱会),http://em.21dtv.com/songs/60010811.mkv
Be Happy,http://em.21dtv.com/songs/60126395.mkv
不羁恋人(演唱会),http://em.21dtv.com/songs/60011170.mkv
玻璃窗的爱,http://em.21dtv.com/songs/60010903.mkv
玻璃窗的爱(演唱会),http://em.21dtv.com/songs/60010902.mkv
不清晰的恋爱(演唱会),http://em.21dtv.com/songs/60011302.mkv
变心,http://em.21dtv.com/songs/60010518.mkv
close to you(演唱会),http://em.21dtv.com/songs/60000951.mkv
从来是一对,http://em.21dtv.com/songs/60013541.mkv
痴情意外,http://em.21dtv.com/songs/60012741.mkv
痴情意外(演唱会),http://em.21dtv.com/songs/60012740.mkv
dancing boy(演唱会),http://em.21dtv.com/songs/60001142.mkv
到处留情,http://em.21dtv.com/songs/60014726.mkv
等了又等(演唱会),http://em.21dtv.com/songs/60014948.mkv
dont cry for me argentina,http://em.21dtv.com/songs/60001310.mkv
地球大追踪,http://em.21dtv.com/songs/60015103.mkv
地球和月亮的故事,http://em.21dtv.com/songs/60015105.mkv
多少柔情多少梦,http://em.21dtv.com/songs/60016201.mkv
二人时间(演唱会),http://em.21dtv.com/songs/60016375.mkv
放开手让她走,http://em.21dtv.com/songs/60016628.mkv
反叛(演唱会),http://em.21dtv.com/songs/60016496.mkv
孤单背影,http://em.21dtv.com/songs/60018831.mkv
归来吧,http://em.21dtv.com/songs/60019366.mkv
故梦,http://em.21dtv.com/songs/60093440.mkv
Have A Break,http://em.21dtv.com/songs/60119634.mkv
回报,http://em.21dtv.com/songs/60022073.mkv
喝采(演唱会),http://em.21dtv.com/songs/60020282.mkv
红茶馆,http://em.21dtv.com/songs/60128534.mkv
红茶馆(演唱会),http://em.21dtv.com/songs/60020753.mkv
花店(演唱会),http://em.21dtv.com/songs/60021325.mkv
花火(演唱会),http://em.21dtv.com/songs/60021396.mkv
湖畔诉情(戏曲),http://em.21dtv.com/songs/60096005.mkv
还是告别吧,http://em.21dtv.com/songs/60019608.mkv
还是喜欢看你,http://em.21dtv.com/songs/60019630.mkv
jealousy,http://em.21dtv.com/songs/60003055.mkv
距离,http://em.21dtv.com/songs/60024742.mkv
距离(演唱会),http://em.21dtv.com/songs/60024741.mkv
joe le taxi(演唱会),http://em.21dtv.com/songs/60003077.mkv
今日不一样,http://em.21dtv.com/songs/60093437.mkv
几时再见(演唱会),http://em.21dtv.com/songs/60022664.mkv
今天的爱人是谁,http://em.21dtv.com/songs/60023835.mkv
今天的爱人是谁(演唱会),http://em.21dtv.com/songs/60023834.mkv
今天夜里总下雨,http://em.21dtv.com/songs/60023885.mkv
今天夜里总下雨(演唱会),http://em.21dtv.com/songs/60023884.mkv
可曾记起爱(无原唱),http://em.21dtv.com/songs/60093438.mkv
柯德莉夏萍穿过的鞋,http://em.21dtv.com/songs/60093443.mkv
可否,http://em.21dtv.com/songs/60025286.mkv
恋爱新时代,http://em.21dtv.com/songs/60093439.mkv
恋恋风尘,http://em.21dtv.com/songs/60027093.mkv
恋恋风尘(演唱会),http://em.21dtv.com/songs/60027092.mkv
黎明不要来,http://em.21dtv.com/songs/60026831.mkv
黎明不要来(演唱会),http://em.21dtv.com/songs/60026831.mkv
Lonely,http://em.21dtv.com/songs/60098877.mkv
love me once again,http://em.21dtv.com/songs/60003566.mkv
love me once again(演唱会),http://em.21dtv.com/songs/60003565.mkv
连锁反应,http://em.21dtv.com/songs/60076406.mkv
礼物,http://em.21dtv.com/songs/60026849.mkv
梁祝+碎花,http://em.21dtv.com/songs/60093444.mkv
默契,http://em.21dtv.com/songs/60030481.mkv
默契(演唱会),http://em.21dtv.com/songs/60030474.mkv
明日有明天,http://em.21dtv.com/songs/60030152.mkv
明日有明天(演唱会),http://em.21dtv.com/songs/60030151.mkv
明天已是下世纪,http://em.21dtv.com/songs/60093442.mkv
my love will get you home(演唱会),http://em.21dtv.com/songs/60004006.mkv
你的梦我的梦,http://em.21dtv.com/songs/60031586.mkv
你身边永是我,http://em.21dtv.com/songs/60031983.mkv
你喜欢我什么,http://em.21dtv.com/songs/60032350.mkv
你怎么舍得我难过,http://em.21dtv.com/songs/60147872.mkv
飘,http://em.21dtv.com/songs/60033503.mkv
飘(演唱会),http://em.21dtv.com/songs/60033499.mkv
